SYMBOL,NAME OF COMPANY,SERIES,Unnamed: 8,YahooEquiv,Yahoo_Equivalent_Code
THOMASCOOK,Thomas Cook  (India)  Limited,EQ,.NS,THOMASCOOK.NS,"'THOMASCOOK.NS',"
THOMASCOTT,Thomas Scott (India) Limited,BE,.NS,THOMASCOTT.NS,"'THOMASCOTT.NS',"
THYROCARE,Thyrocare Technologies Limited,EQ,.NS,THYROCARE.NS,"'THYROCARE.NS',"
TI,Tilaknagar Industries Limited,EQ,.NS,TI.NS,"'TI.NS',"
TIIL,Technocraft Industries (India) Limited,EQ,.NS,TIIL.NS,"'TIIL.NS',"
TIINDIA,Tube Investments of India Limited,EQ,.NS,TIINDIA.NS,"'TIINDIA.NS',"
TIJARIA,Tijaria Polypipes Limited,BE,.NS,TIJARIA.NS,"'TIJARIA.NS',"
TIL,TIL Limited,EQ,.NS,TIL.NS,"'TIL.NS',"
TIMESGTY,Times Guaranty Limited,EQ,.NS,TIMESGTY.NS,"'TIMESGTY.NS',"
TIMETECHNO,Time Technoplast Limited,EQ,.NS,TIMETECHNO.NS,"'TIMETECHNO.NS',"
TIMKEN,Timken India Limited,EQ,.NS,TIMKEN.NS,"'TIMKEN.NS',"
TIRUMALCHM,Thirumalai Chemicals Limited,EQ,.NS,TIRUMALCHM.NS,"'TIRUMALCHM.NS',"
TIRUPATIFL,Tirupati Forge Limited,BE,.NS,TIRUPATIFL.NS,"'TIRUPATIFL.NS',"
TITAN,Titan Company Limited,EQ,.NS,TITAN.NS,"'TITAN.NS',"
TNPETRO,Tamilnadu PetroProducts Limited,EQ,.NS,TNPETRO.NS,"'TNPETRO.NS',"
TNPL,Tamil Nadu Newsprint & Papers Limited,EQ,.NS,TNPL.NS,"'TNPL.NS',"
TNTELE,Tamilnadu Telecommunication Limited,BE,.NS,TNTELE.NS,"'TNTELE.NS',"
TOKYOPLAST,Tokyo Plast International Limited,EQ,.NS,TOKYOPLAST.NS,"'TOKYOPLAST.NS',"
TORNTPHARM,Torrent Pharmaceuticals Limited,EQ,.NS,TORNTPHARM.NS,"'TORNTPHARM.NS',"
TORNTPOWER,Torrent Power Limited,EQ,.NS,TORNTPOWER.NS,"'TORNTPOWER.NS',"
TOTAL,Total Transport Systems Limited,EQ,.NS,TOTAL.NS,"'TOTAL.NS',"
TOUCHWOOD,Touchwood Entertainment Limited,BE,.NS,TOUCHWOOD.NS,"'TOUCHWOOD.NS',"
TPLPLASTEH,TPL Plastech Limited,EQ,.NS,TPLPLASTEH.NS,"'TPLPLASTEH.NS',"
TREEHOUSE,Tree House Education & Accessories Limited,EQ,.NS,TREEHOUSE.NS,"'TREEHOUSE.NS',"
TREJHARA,TREJHARA SOLUTIONS LIMITED,EQ,.NS,TREJHARA.NS,"'TREJHARA.NS',"
TRENT,Trent Limited,EQ,.NS,TRENT.NS,"'TRENT.NS',"
TRF,TRF Limited,BE,.NS,TRF.NS,"'TRF.NS',"
TRIDENT,Trident Limited,EQ,.NS,TRIDENT.NS,"'TRIDENT.NS',"
TRIGYN,Trigyn Technologies Limited,EQ,.NS,TRIGYN.NS,"'TRIGYN.NS',"
TRITURBINE,Triveni Turbine Limited,EQ,.NS,TRITURBINE.NS,"'TRITURBINE.NS',"
TRIVENI,Triveni Engineering & Industries Limited,EQ,.NS,TRIVENI.NS,"'TRIVENI.NS',"
TTKHLTCARE,TTK Healthcare Limited,EQ,.NS,TTKHLTCARE.NS,"'TTKHLTCARE.NS',"
TTKPRESTIG,TTK Prestige Limited,EQ,.NS,TTKPRESTIG.NS,"'TTKPRESTIG.NS',"
TTL,T T Limited,EQ,.NS,TTL.NS,"'TTL.NS',"
TTML,Tata Teleservices (Maharashtra) Limited,BE,.NS,TTML.NS,"'TTML.NS',"
TVSELECT,TVS Electronics Limited,BE,.NS,TVSELECT.NS,"'TVSELECT.NS',"
TVSMOTOR,TVS Motor Company Limited,EQ,.NS,TVSMOTOR.NS,"'TVSMOTOR.NS',"
TVSSRICHAK,TVS Srichakra Limited,EQ,.NS,TVSSRICHAK.NS,"'TVSSRICHAK.NS',"
TVTODAY,TV Today Network Limited,EQ,.NS,TVTODAY.NS,"'TVTODAY.NS',"
TVVISION,TV Vision Limited,BE,.NS,TVVISION.NS,"'TVVISION.NS',"
UBL,United Breweries Limited,EQ,.NS,UBL.NS,"'UBL.NS',"
UCOBANK,UCO Bank,EQ,.NS,UCOBANK.NS,"'UCOBANK.NS',"
UFLEX,UFLEX Limited,EQ,.NS,UFLEX.NS,"'UFLEX.NS',"
UFO,UFO Moviez India Limited,EQ,.NS,UFO.NS,"'UFO.NS',"
UGARSUGAR,The Ugar Sugar Works Limited,EQ,.NS,UGARSUGAR.NS,"'UGARSUGAR.NS',"
UJJIVANSFB,Ujjivan Small Finance Bank Limited,EQ,.NS,UJJIVANSFB.NS,"'UJJIVANSFB.NS',"
ULTRACEMCO,UltraTech Cement Limited,EQ,.NS,ULTRACEMCO.NS,"'ULTRACEMCO.NS',"
UMESLTD,Usha Martin Education & Solutions Limited,BE,.NS,UMESLTD.NS,"'UMESLTD.NS',"
UNICHEMLAB,Unichem Laboratories Limited,EQ,.NS,UNICHEMLAB.NS,"'UNICHEMLAB.NS',"
UNIDT,United Drilling Tools Limited,EQ,.NS,UNIDT.NS,"'UNIDT.NS',"
UNIENTER,Uniphos Enterprises Limited,EQ,.NS,UNIENTER.NS,"'UNIENTER.NS',"
UNIONBANK,Union Bank of India,EQ,.NS,UNIONBANK.NS,"'UNIONBANK.NS',"
UNITECH,Unitech Limited,BZ,.NS,UNITECH.NS,"'UNITECH.NS',"
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,EQ,.NS,UNITEDTEA.NS,"'UNITEDTEA.NS',"
UNITY,Unity Infraprojects Limited,BZ,.NS,UNITY.NS,"'UNITY.NS',"
UNIVASTU,Univastu India Limited,EQ,.NS,UNIVASTU.NS,"'UNIVASTU.NS',"
UNIVCABLES,Universal Cables Limited,EQ,.NS,UNIVCABLES.NS,"'UNIVCABLES.NS',"
UNIVPHOTO,Universus Photo Imagings Limited,EQ,.NS,UNIVPHOTO.NS,"'UNIVPHOTO.NS',"
UPL,UPL Limited,EQ,.NS,UPL.NS,"'UPL.NS',"
URJA,Urja Global Limited,BE,.NS,URJA.NS,"'URJA.NS',"
USHAMART,Usha Martin Limited,EQ,.NS,USHAMART.NS,"'USHAMART.NS',"
UTIAMC,UTI Asset Management Company Limited,EQ,.NS,UTIAMC.NS,"'UTIAMC.NS',"
UTTAMSUGAR,Uttam Sugar Mills Limited,EQ,.NS,UTTAMSUGAR.NS,"'UTTAMSUGAR.NS',"
V2RETAIL,V2 Retail Limited,BE,.NS,V2RETAIL.NS,"'V2RETAIL.NS',"
VADILALIND,Vadilal Industries Limited,EQ,.NS,VADILALIND.NS,"'VADILALIND.NS',"
VAIBHAVGBL,Vaibhav Global Limited,EQ,.NS,VAIBHAVGBL.NS,"'VAIBHAVGBL.NS',"
VAISHALI,Vaishali Pharma Limited,BE,.NS,VAISHALI.NS,"'VAISHALI.NS',"
VAKRANGEE,Vakrangee Limited,EQ,.NS,VAKRANGEE.NS,"'VAKRANGEE.NS',"
VALIANTORG,Valiant Organics Limited,EQ,.NS,VALIANTORG.NS,"'VALIANTORG.NS',"
VARDHACRLC,Vardhman Acrylics Limited,EQ,.NS,VARDHACRLC.NS,"'VARDHACRLC.NS',"
VARDMNPOLY,Vardhman Polytex Limited,EQ,.NS,VARDMNPOLY.NS,"'VARDMNPOLY.NS',"
VARROC,Varroc Engineering Limited,EQ,.NS,VARROC.NS,"'VARROC.NS',"
VASCONEQ,Vascon Engineers Limited,BE,.NS,VASCONEQ.NS,"'VASCONEQ.NS',"
VASWANI,Vaswani Industries Limited,EQ,.NS,VASWANI.NS,"'VASWANI.NS',"
VBL,Varun Beverages Limited,EQ,.NS,VBL.NS,"'VBL.NS',"
VEDL,Vedanta Limited,EQ,.NS,VEDL.NS,"'VEDL.NS',"
VENKEYS,Venky's (India) Limited,EQ,.NS,VENKEYS.NS,"'VENKEYS.NS',"
VENUSREM,Venus Remedies Limited,EQ,.NS,VENUSREM.NS,"'VENUSREM.NS',"
VERTOZ,Vertoz Advertising Limited,EQ,.NS,VERTOZ.NS,"'VERTOZ.NS',"
VESUVIUS,Vesuvius India Limited,EQ,.NS,VESUVIUS.NS,"'VESUVIUS.NS',"
VETO,Veto Switchgears And Cables Limited,EQ,.NS,VETO.NS,"'VETO.NS',"
VGUARD,V-Guard Industries Limited,EQ,.NS,VGUARD.NS,"'VGUARD.NS',"
VHL,Vardhman Holdings Limited,EQ,.NS,VHL.NS,"'VHL.NS',"
VIDEOIND,Videocon Industries Limited,BZ,.NS,VIDEOIND.NS,"'VIDEOIND.NS',"
VIDHIING,Vidhi Specialty Food Ingredients Limited,EQ,.NS,VIDHIING.NS,"'VIDHIING.NS',"
VIJIFIN,Viji Finance Limited,BE,.NS,VIJIFIN.NS,"'VIJIFIN.NS',"
VIKASECO,Vikas EcoTech Limited,EQ,.NS,VIKASECO.NS,"'VIKASECO.NS',"
VIMTALABS,Vimta Labs Limited,EQ,.NS,VIMTALABS.NS,"'VIMTALABS.NS',"
VINATIORGA,Vinati Organics Limited,EQ,.NS,VINATIORGA.NS,"'VINATIORGA.NS',"
VINDHYATEL,Vindhya Telelinks Limited,EQ,.NS,VINDHYATEL.NS,"'VINDHYATEL.NS',"
VINYLINDIA,Vinyl Chemicals (India) Limited,EQ,.NS,VINYLINDIA.NS,"'VINYLINDIA.NS',"
VIPCLOTHNG,VIP Clothing Limited,BE,.NS,VIPCLOTHNG.NS,"'VIPCLOTHNG.NS',"
VIPIND,VIP Industries Limited,EQ,.NS,VIPIND.NS,"'VIPIND.NS',"
VIPULLTD,Vipul Limited,EQ,.NS,VIPULLTD.NS,"'VIPULLTD.NS',"
VISAKAIND,Visaka Industries Limited,EQ,.NS,VISAKAIND.NS,"'VISAKAIND.NS',"
VISASTEEL,Visa Steel Limited,EQ,.NS,VISASTEEL.NS,"'VISASTEEL.NS',"
VISHNU,Vishnu Chemicals Limited,EQ,.NS,VISHNU.NS,"'VISHNU.NS',"
VISHWARAJ,Vishwaraj Sugar Industries Limited,EQ,.NS,VISHWARAJ.NS,"'VISHWARAJ.NS',"
VIVIDHA,Visagar Polytex Limited,BE,.NS,VIVIDHA.NS,"'VIVIDHA.NS',"
VIVIMEDLAB,Vivimed Labs Limited,EQ,.NS,VIVIMEDLAB.NS,"'VIVIMEDLAB.NS',"
VLSFINANCE,VLS Finance Limited,EQ,.NS,VLSFINANCE.NS,"'VLSFINANCE.NS',"
VMART,V-Mart Retail Limited,EQ,.NS,VMART.NS,"'VMART.NS',"
VOLTAMP,Voltamp Transformers Limited,EQ,.NS,VOLTAMP.NS,"'VOLTAMP.NS',"
VOLTAS,Voltas Limited,EQ,.NS,VOLTAS.NS,"'VOLTAS.NS',"
VRLLOG,VRL Logistics Limited,EQ,.NS,VRLLOG.NS,"'VRLLOG.NS',"
VSSL,Vardhman Special Steels Limited,EQ,.NS,VSSL.NS,"'VSSL.NS',"
VSTIND,VST Industries Limited,EQ,.NS,VSTIND.NS,"'VSTIND.NS',"
VSTTILLERS,V.S.T Tillers Tractors Limited,EQ,.NS,VSTTILLERS.NS,"'VSTTILLERS.NS',"
VTL,Vardhman Textiles Limited,EQ,.NS,VTL.NS,"'VTL.NS',"
WABAG,VA Tech Wabag Limited,EQ,.NS,WABAG.NS,"'WABAG.NS',"
WALCHANNAG,Walchandnagar Industries Limited,EQ,.NS,WALCHANNAG.NS,"'WALCHANNAG.NS',"
WANBURY,Wanbury Limited,BZ,.NS,WANBURY.NS,"'WANBURY.NS',"
WEBELSOLAR,Websol Energy System Limited,EQ,.NS,WEBELSOLAR.NS,"'WEBELSOLAR.NS',"
WEIZMANIND,Weizmann Limited,EQ,.NS,WEIZMANIND.NS,"'WEIZMANIND.NS',"
WELCORP,Welspun Corp Limited,EQ,.NS,WELCORP.NS,"'WELCORP.NS',"
WELENT,Welspun Enterprises Limited,EQ,.NS,WELENT.NS,"'WELENT.NS',"
WELINV,Welspun Investments and Commercials Limited,EQ,.NS,WELINV.NS,"'WELINV.NS',"
WENDT,Wendt (India) Limited,EQ,.NS,WENDT.NS,"'WENDT.NS',"
WESTLIFE,Westlife Development Ltd,EQ,.NS,WESTLIFE.NS,"'WESTLIFE.NS',"
WHEELS,Wheels India Limited,EQ,.NS,WHEELS.NS,"'WHEELS.NS',"
WHIRLPOOL,Whirlpool of India Limited,EQ,.NS,WHIRLPOOL.NS,"'WHIRLPOOL.NS',"
WILLAMAGOR,Williamson Magor & Company Limited,EQ,.NS,WILLAMAGOR.NS,"'WILLAMAGOR.NS',"
WINDMACHIN,Windsor Machines Limited,BE,.NS,WINDMACHIN.NS,"'WINDMACHIN.NS',"
WIPL,The Western India Plywoods Limited,BE,.NS,WIPL.NS,"'WIPL.NS',"
WIPRO,Wipro Limited,EQ,.NS,WIPRO.NS,"'WIPRO.NS',"
WOCKPHARMA,Wockhardt Limited,EQ,.NS,WOCKPHARMA.NS,"'WOCKPHARMA.NS',"
WONDERLA,Wonderla Holidays Limited,EQ,.NS,WONDERLA.NS,"'WONDERLA.NS',"
WORTH,Worth Peripherals Limited,EQ,.NS,WORTH.NS,"'WORTH.NS',"
WSI,W S Industries (I) Limited,BE,.NS,WSI.NS,"'WSI.NS',"
WSTCSTPAPR,West Coast Paper Mills Limited,EQ,.NS,WSTCSTPAPR.NS,"'WSTCSTPAPR.NS',"
XCHANGING,Xchanging Solutions Limited,EQ,.NS,XCHANGING.NS,"'XCHANGING.NS',"
XELPMOC,Xelpmoc Design And Tech Limited,EQ,.NS,XELPMOC.NS,"'XELPMOC.NS',"
XPROINDIA,Xpro India Limited,BE,.NS,XPROINDIA.NS,"'XPROINDIA.NS',"
YESBANK,Yes Bank Limited,EQ,.NS,YESBANK.NS,"'YESBANK.NS',"
ZEEL,Zee Entertainment Enterprises Limited,EQ,.NS,ZEEL.NS,"'ZEEL.NS',"
ZEELEARN,Zee Learn Limited,EQ,.NS,ZEELEARN.NS,"'ZEELEARN.NS',"
ZEEMEDIA,Zee Media Corporation Limited,EQ,.NS,ZEEMEDIA.NS,"'ZEEMEDIA.NS',"
ZENITHEXPO,Zenith Exports Limited,BE,.NS,ZENITHEXPO.NS,"'ZENITHEXPO.NS',"
ZENITHSTL,Zenith Steel Pipes & Industries Limited,EQ,.NS,ZENITHSTL.NS,"'ZENITHSTL.NS',"
ZENSARTECH,Zensar Technologies Limited,EQ,.NS,ZENSARTECH.NS,"'ZENSARTECH.NS',"
ZENTEC,Zen Technologies Limited,EQ,.NS,ZENTEC.NS,"'ZENTEC.NS',"
ZICOM,Zicom Electronic Security Systems Limited,BZ,.NS,ZICOM.NS,"'ZICOM.NS',"
ZODIACLOTH,Zodiac Clothing Company Limited,EQ,.NS,ZODIACLOTH.NS,"'ZODIACLOTH.NS',"
ZOTA,Zota Health Care LImited,EQ,.NS,ZOTA.NS,"'ZOTA.NS',"
ZUARI,Zuari Agro Chemicals Limited,EQ,.NS,ZUARI.NS,"'ZUARI.NS',"
ZYDUSWELL,Zydus Wellness Limited,EQ,.NS,ZYDUSWELL.NS,'ZYDUSWELL.NS'
